fecha,titulo,autor(a),categoria,enlace
2023-03-08,Aguadilla y Moca también están sin agua,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/aguadilla-y-moca-tambien-estan-sin-agua/
2023-03-08,Secretario del Departamento del Trabajo no adjudica desarrollo económico a la Ley 41, Nilda Núñez Lamboy,Noticias,https://www.metro.pr/noticias/2023/03/08/secretario-del-departamento-del-trabajo-no-adjudica-desarrollo-economico-a-la-ley-41/
2023-03-08,Radican cargos contra hombre y mujer que protagonizaron pelea en negocio de San Juan ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/radican-cargos-contra-hombre-y-mujer-que-protagonizaron-pelea-en-negocio-de-san-juan/
2023-03-08,Tabacaleros cubanos buscan recuperarse tras huracán Ian,AP,Noticias,https://www.metro.pr/noticias/2023/03/08/tabacaleros-cubanos-buscan-recuperarse-tras-huracan-ian/
2023-03-08,Radican cargos contra “Yomo” por “carjacking” en Hatillo,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/08/radican-cargos-contra-yomo-por-carjacking-en-hatillo/
2023-03-08,Gobierno de EU “tantea” la opción de detener a familias que crucen la frontera,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/biden-sopesa-ahora-detener-a-familias-migrantes/
2023-03-08,Cargos contra sospechoso de asesinar a joven de 18 años en Canóvanas,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/cargos-contra-sospechoso-de-asesinar-a-joven-de-18-anos-en-canovanas/
2023-03-08,Justicia investiga a policía de Memphis por muerte Nichols,AP,Noticias,https://www.metro.pr/noticias/2023/03/08/justicia-investiga-a-policia-de-memphis-por-muerte-nichols/
2023-03-08,Hombre es víctima de fraude a través de supuesta llamada de LUMA Energy,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/hombre-es-victima-de-fraude-a-traves-de-supuesta-llamada-de-luma-energy/
2023-03-08,Sin explicación de por qué no se sometió análisis económico a Taylor Swain, Agustin Criollo,Noticias,https://www.metro.pr/noticias/2023/03/08/sin-explicacion-por-que-no-se-sometio-analisis-economico-a-taylor-swain/
2023-03-08,"Radican cargos contra “Bubu”, uno de los sospechosos de la masacre de Cataño",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/radican-cargos-contra-bubu-uno-de-los-sospechosos-de-la-masacre-de-catano/
2023-03-07,Cirujanos dentistas celebran Congreso de Salud Oral 2023,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/cirujanos-dentistas-celebran-congreso-de-salud-oral-2023/
2023-03-07,COR3 no ha entregado fondos a portavoz de comunidades religiosas por estar acusado de fraude ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/cor3-no-ha-entregado-fondos-a-portavoz-de-comunidades-religiosas-por-estar-acusado-de-fraude/
2023-03-07,Identifican a soldado ucraniano en video espeluznante,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/identifican-a-soldado-ucraniano-en-video-espeluznante/
2023-03-07,UE castiga a militares rusos por abusar sexualmente de mujeres ucranianas,Europa Press,Noticias,https://www.metro.pr/noticias/2023/03/07/ue-castiga-a-militares-rusos-por-abusar-sexualmente-de-mujeres-ucranianas/
2023-03-07,"Presidenta de Perú, Dina Boluarte, declara ante la fiscalía general por muertes en protestas que exigen su renuncia",AP,Noticias,https://www.metro.pr/noticias/2023/03/07/presidenta-de-peru-dina-boluarte-declara-ante-la-fiscalia-general-por-muertes-en-protestas-que-exigen-su-renuncia/
2023-03-07,Cámara rinde homenaje a mujeres deportistas con motivo del Día Internacional de la Mujer,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/camara-rinde-homenaje-a-mujeres-deportistas-con-motivo-del-dia-internacional-de-la-mujer/
2023-03-07,Autoridades incautan 522 kilos de cocaína en la costa norte de Puerto Rico,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/autoridades-incautan-522-kilos-de-cocaina-en-la-costa-norte-de-puerto-rico/
2023-03-07,Pierluisi invita a empresarios mexicanos a invertir en Puerto Rico,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/pierluisi-invita-a-empresarios-mexicanos-a-invertir-en-puerto-rico/
2023-03-07,Posponen vista contra guardia sospechoso de disparar contra manifestantes en Aguadilla,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/posponen-vista-contra-guardia-sospechoso-de-disparar-contra-manifestantes-en-aguadilla/
2023-03-07,Hombre muere ahogado en playa de Manatí,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/hombre-muere-ahogado-en-playa-de-manati/
2023-03-07,El turismo en el Caribe se recupera tras la pandemia,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/el-turismo-en-el-caribe-se-recupera-tras-la-pandemia/
2023-03-07,EEUU teme que expresidente peruano huya y pide su detención,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/eeuu-teme-que-expresidente-peruano-huya-y-pide-su-detencion/
2023-03-07,Radican nuevamente proyecto laboral a pesar de advertencia de la jueza Swain ,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/07/radican-nuevamente-proyecto-laboral-a-pesar-de-advertencia-de-la-jueza-swain/
2023-03-07,AAA da actualización sobre trabajos en los sistemas de distribución de agua potable en Luquillo,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/08/aaa-da-actualizacion-sobre-trabajos-en-los-sistemas-de-distribucion-de-agua-potable-en-luquillo/
2023-03-07,Voluntad Popular proclama a Guaidó como su candidato a las primarias de la oposición venezolana,Europa Press,Noticias,https://www.metro.pr/noticias/2023/03/07/voluntad-popular-proclama-a-guaido-como-su-candidato-a-las-primarias-de-la-oposicion-venezolana/
2023-03-07,Twitter: Musk se disculpa por burlarse de empleado despedido,AP,Noticias,https://www.metro.pr/noticias/2023/03/08/twitter-musk-se-disculpa-por-burlarse-de-empleado-despedido/
2023-03-07,Gobierno federal se opone a compra de Spirit por JetBlue,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/gobierno-federal-se-opone-a-compra-de-spirit-por-jetblue/
2023-03-07,Wall Street sufre fuerte caída ante posible alza de tasas,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/wall-street-baja-por-temores-sobre-tasas-el-dow-cae-570/
2023-03-07,Gobierno de México confirma que dos de los cuatro estadounidenses secuestrados fueron asesinados,Metro World News,Noticias,https://www.metro.pr/noticias/2023/03/07/gobierno-de-mexico-confirma-que-dos-de-los-cuatro-estadounidenses-secuestrados-fueron-asesinados/
2023-03-07,Presentan proyecto de ley bipartidista para atender disparidades en recopilación de datos en P. R. y demás territorios de EE. UU. ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/presentan-proyecto-de-ley-bipartidista-para-atender-disparidades-en-recopilacion-de-datos-en-p-r-y-demas-territorios-de-ee-uu/
2023-03-07,Instan a estar preparados ante la posibilidad de un tsunami en la isla , Keisha R. Vera Soto,Noticias,https://www.metro.pr/noticias/2023/03/07/instan-a-estar-preparados-ante-la-posibilidad-de-un-tsunami-en-la-isla/
2023-03-07,Presentador de Fox News Tucker Carlson amplifica las mentiras del 6 de enero con video proporcionado por republicanos,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/presentador-de-fox-news-tucker-carlson-amplifica-las-mentiras-del-6-de-enero-con-video-proporcionado-por-republicanos/
2023-03-07,Mujer cae en “pescaíto” con aplicación que adivina números ganadores de la lotería,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/mujer-cae-en-pescaito-con-aplicacion-que-adivina-numeros-ganadores-de-la-loteria/
2023-03-07,"Murdoch: Las elecciones de 2020 ""no fueron robadas""",AP,Noticias,https://www.metro.pr/noticias/2023/03/08/murdoch-las-elecciones-de-2020-no-fueron-robadas/
2023-03-07,La Fed podría subir más las tasas si economía sigue agitada,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/la-fed-podria-subir-mas-las-tasas-si-economia-sigue-agitada/
2023-03-07,Secuestro de estadounidenses en México estremece a familias,AP,Noticias,https://www.metro.pr/noticias/2023/03/08/secuestro-de-estadounidenses-en-mexico-estremece-a-familias/
2023-03-07,"Wanda Vázquez dice estar lista para juicio rápido, pero voluminosa evidencia retrasaría el proceso",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/wanda-vazquez-dice-estar-lista-para-juicio-rapido-pero-voluminosa-evidencia-retrasaria-el-proceso/
2023-03-07,"Continúan en aumento los ‘carjakings’ en la Isla, según cifras del NPPR",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/continuan-en-aumento-los-carjakings-en-la-isla-segun-cifras-del-nppr/
2023-03-07,Abandonan más de 300 migrantes dentro de un vagón en México,Metro Ecuador,Noticias,https://www.metro.pr/noticias/2023/03/07/abandonan-mas-de-300-migrantes-dentro-de-un-vagon-en-mexico/
2023-03-07,EEUU: La propaganda china se parece cada vez más a la rusa,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/eeuu-la-propaganda-china-se-parece-cada-vez-mas-a-la-rusa/
2023-03-07,“Legislen para los delincuentes y no para los ciudadanos”: CODEPOLA se expresa en contra del PC 1648,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/07/legislen-para-los-delincuentes-y-no-para-los-ciudadanos-codepola-se-expresa-en-contra-del-pc-1648/
2023-03-07,Retiran de venta dos marcas de gotas para los ojos; una podría causar ceguera,AP,Noticias,https://www.metro.pr/noticias/2023/03/07/retiran-de-venta-dos-marcas-de-gotas-para-los-ojos-una-podria-causar-ceguera/
2023-03-06,Cargos contra hombre por amenazar de muerte a mujer en Arecibo,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/cargos-contra-hombre-por-amenazar-de-muerte-a-mujer-en-arecibo/
2023-03-06,Arrestan a sujetos que dispararon contra policías en Guayama,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/arrestan-a-sujetos-que-dispararon-contra-policias-en-guayama/
2023-03-06,Buscan a sujetos tras escalamiento en escuela de Bayamón,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/buscan-a-sujetos-tras-escalamiento-en-escuela-de-bayamon/
2023-03-06,Alcaldes exigen plan anticrimen al gobernador ante cifra de casi 100 asesinatos en 2023 ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/alcaldes-exigen-plan-anticrimen-al-gobernador-ante-cifra-de-casi-100-asesinatos-en-2023/
2023-03-06,“Vimos un tiburón sangrando”: César Vázquez responde a los ataques de Rivera Schatz a Proyecto Dignidad,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/vimos-un-tiburon-sangrando-cesar-vazquez-responde-a-los-ataques-de-rivera-schatz-a-proyecto-dignidad/
2023-03-06,Impacta con su auto a motociclista tras discusión en Carolina,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/impacta-con-su-auto-a-motociclista-tras-discusion-en-carolina/
2023-03-06,Dos muertes más por COVID-19 en Puerto Rico,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/dos-muertes-mas-por-covid-19-en-puerto-rico/
2023-03-06,Fianza $75 mil contra hombre que miraba a mujer por una ventana en Manatí,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/fianza-75-mil-contra-hombre-que-miraba-a-mujer-por-una-ventana-en-manati/
2023-03-06,“Taqui flu”: Transcriptoras de Justicia se ausentan a sus labores en protesta al Plan de Reclasificación y Retribución,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/taqui-flu-transcriptoras-de-justicia-se-ausentan-a-sus-labores-en-protesta-al-plan-de-reclasificacion-y-retribucion/
2023-03-06,Rodríguez Veve: nadie obligó asistencia a evento de Proyecto Dignidad,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/rodriguez-veve-nadie-obligo-asistencia-a-evento-de-proyecto-dignidad/
2023-03-06,Roban más de $250 de cooperativa juvenil en escuela de Vega Baja,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/roban-mas-de-250-de-cooperativa-juvenil-en-escuela-de-vega-baja/
2023-03-06,Muere la pionera legisladora transgénero Georgina Beyer,AP,Noticias,https://www.metro.pr/noticias/2023/03/06/muere-la-pionera-legisladora-transgenero-georgina-beyer/
2023-03-06,Hombre víctima de ‘carjacking’ mientras echaba gasolina en Guaynabo,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/hombre-victima-de-carjacking-mientras-echaba-gasolina-en-guaynabo/
2023-03-06,Arremeten contra Pierluisi por no defender las enmiendas a la Reforma Laboral que fueron anuladas,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/arremeten-contra-pierluisi-por-no-defender-las-enmiendas-a-la-reforma-laboral-que-fueron-anuladas/
2023-03-06,Escalan una residencia en Santa Isabel,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/escalan-una-residencia-en-santa-isabel/
2023-03-06,Advierten sobre peligroso reto de alcohol en Tik Tok que está de moda entre jóvenes ,AP,Noticias,https://www.metro.pr/noticias/2023/03/06/advierten-sobre-peligroso-reto-de-alcohol-en-tik-tok-que-esta-de-moda-entre-jovenes/
2023-03-06,"“Vendiendo fantasías a oscuras”, asegura secretario popular sobre asamblea PNP",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/06/vendiendo-fantasias-a-oscuras-asegura-secretario-popular-sobre-asamblea-pnp/
2023-03-05,En condición de cuidado agente que fue impactado por conductor y huyó de la escena en Canóvanas,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/en-condicion-de-cuidado-agente-que-fue-impactado-por-conductor-y-huyo-de-la-escena-en-canovanas/
2023-03-05,Pierluisi y Jenniffer González se confunden en un abrazo durante la asamblea general del PNP,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/pierluisi-y-jenniffer-gonzalez-se-confunden-en-un-abrazo-durante-la-asamblea-general-del-pnp/
2023-03-05,Hallan hombre con varios impactos de bala en el interior de un vehículo en residencial en Guayama,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/hallan-hombre-con-varios-impactos-de-bala-en-el-interior-de-un-vehiculo-en-residencial-en-guayama/
2023-03-05,Roban four track y motora de negocio en Aguadilla,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/roban-four-track-y-motora-de-negocio-en-aguadilla/
2023-03-05,"Con un reclamo de llegar unidos al 2024, PNP celebra asamblea y anticipa que la próxima será en el Choliseo",Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/05/con-un-reclamo-de-llegar-unidos-al-2024-pnp-celebra-asamblea-y-anticipa-que-la-proxima-sera-en-el-choliseo/
2023-03-05,Thomas Rivera Shatz asegura que el PNP es “el partido de la dignidad” ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/thomas-rivera-shatz-asegura-que-el-pnp-es-el-partido-de-la-dignidad/
2023-03-05,Hallan cuerpo de hombre baleado en Bayamón,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/hallan-cuerpo-de-hombre-baleado-en-bayamon/
2023-03-05,Estalla incendio en campamento de refugiados en Bangladesh,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/estalla-incendio-en-campamento-de-refugiados-en-bangladesh/
2023-03-05,"Siguen ataques rusos en Járkiv y Bajmut, en Ucrania",AP,Noticias,https://www.metro.pr/noticias/2023/03/05/siguen-ataques-rusos-en-jarkiv-y-bajmut-en-ucrania/
2023-03-05,Arqueólogos en Egipto encontraron una cámara secreta cerca de la entrada de la Gran Pirámide de Giza,Guy Acurero,Noticias,https://www.metro.pr/noticias/2023/03/05/arqueologos-en-egipto-encontraron-una-camara-secreta-cerca-de-la-entrada-de-la-gran-piramide-de-giza/
2023-03-05,Crece la crisis por supuesto envenenamiento de niñas en Irán,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/crece-la-crisis-por-supuesto-envenenamiento-de-ninas-en-iran/
2023-03-05,Naciones logran un acuerdo para proteger la vida marina,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/naciones-logran-un-acuerdo-para-proteger-la-vida-marina/
2023-03-05,Biden: los derechos electorales siguen bajo ataque,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/biden-visita-selma-para-destacar-derechos-electorales/
2023-03-05,Naciones logran un acuerdo para proteger la vida marina,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/naciones-logran-un-acuerdo-para-proteger-la-vida-marina-2/
2023-03-05,Se descarrilan 20 vagones de otro tren de carga en Ohio,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/se-descarrilan-20-vagones-de-otro-tren-de-carga-en-ohio/
2023-03-05,Partido Nuevo Progresista celebró Asamblea General, Nilda Núñez Lamboy,Noticias,https://www.metro.pr/noticias/2023/03/05/partido-nuevo-progresista-celebro-asamblea-general/
2023-03-05,Naufragio en Italia: cómo ocurrió y preguntas sin respuesta,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/naufragio-en-italia-como-ocurrio-y-preguntas-sin-respuesta/
2023-03-05,En condición de cuidado hombre que fue agredido por dos sujetos en Carolina,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/05/en-condicion-de-cuidado-hombre-que-fue-agredido-por-dos-sujetos-en-carolina/
2023-03-05,Autoridades investigan muerte violenta en playa de Naguabo ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/autoridades-investigan-muerte-violenta-en-playa-de-naguabo/
2023-03-05,Encuentran pierna en playa de Arecibo donde buscan a turista arrastrado por corrientes marinas,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/encuentran-pierna-en-playa-de-arecibo-donde-buscan-a-turista-arrastrado-por-corrientes-marinas/
2023-03-05,De Camuy la primera puertorriqueña en completar certificación internacional en auditoría forense,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/de-camuy-la-primera-puertorriquena-en-completar-certificacion-internacional-en-auditoria-forense/
2023-03-05,Intervienen con conductores por “regateo” en Maunabo y Salinas ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/intervienen-con-conductores-por-regateo-en-maunabo-y-salinas/
2023-03-05,Venezuela recuerda a Hugo Chávez con marchas y foros,AP,Noticias,https://www.metro.pr/noticias/2023/03/06/venezuela-recuerda-a-hugo-chavez-con-marchas-y-foros/
2023-03-05,"China, un nuevo rival para Elon Musk: el país planea lanzar miles de satélites para neutralizar a Starlink",Guy Acurero,Noticias,https://www.metro.pr/noticias/2023/03/05/china-un-nuevo-rival-para-elon-musk-el-pais-planea-lanzar-miles-de-satelites-para-neutralizar-a-starlink/
2023-03-05,Avión de Southwest Airlines realiza aterrizaje de emergencia en Cuba,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/avion-de-southwest-airlines-realiza-aterrizaje-de-emergencia-en-cuba/
2023-03-05,Escritora reta a Joe Biden por la candidatura demócrata a la presidencia ,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/escritora-reta-a-joe-biden-por-la-candidatura-democrata-a-la-presidencia/
2023-03-05,Policía de Hong Kong impide marcha de mujeres,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/policia-de-hong-kong-impide-marcha-de-mujeres/
2023-03-05,Siria condena visita del máximo comandante militar de Estados Unidos,Europa Press,Noticias,https://www.metro.pr/noticias/2023/03/05/siria-condena-visita-del-maximo-comandante-militar-de-estados-unidos/
2023-03-05,Violento fin de semana deja el saldo de siete personas asesinadas,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/violento-fin-de-semana-deja-el-saldo-de-siete-personas-asesinadas/
2023-03-05,Policías municipales de San Juan recuperan auto reportado como hurtado,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/05/policias-municipales-de-san-juan-recuperan-auto-reportado-como-hurtado/
2023-03-05,Una generación de niños venezolanos sólo conoce dificultades,AP,Noticias,https://www.metro.pr/noticias/2023/03/06/una-generacion-de-ninos-venezolanos-solo-conoce-dificultades/
2023-03-04,Doble asesinato y dos mujeres heridas de bala en Gurabo,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/doble-asesinato-y-dos-mujeres-heridas-de-bala-en-gurabo/
2023-03-04,Incendian dos vehículos y una embarcación en Vieques,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/incendian-dos-vehiculos-y-una-embarcacion-en-vieques/
2023-03-04,Mujer muere en accidente de tránsito en Yabucoa,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/04/mujer-muere-en-accidente-de-transito-en-yabucoa/
2023-03-04,Arrestan a tres personas en manifestación en Rincón,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/04/arrestan-a-tres-personas-en-manifestacion-en-rincon/
2023-03-04,¡Fuera del agua! El mar estará peligroso durante el fin de semana ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/fuera-del-agua-el-mar-estara-peligroso-durante-el-fin-de-semana/
2023-03-04,Muere conductor que impactó árbol en Vega Baja ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/muere-conductor-que-impacto-arbol-en-vega-baja/
2023-03-04,"Con trauma en cabeza y brazo, hombre agredido en Yauco",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/con-trauma-en-cabeza-y-brazo-hombre-agredido-en-yauco/
2023-03-04,Policía llega a manifestación en Condominio Sol y Playa en Rincón ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/policia-llega-a-manifestacion-en-condominio-sol-y-playa-en-rincon/
2023-03-04,Liberan a mujer acusada de matar a su esposo enfermo en Florida,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/liberan-a-mujer-acusada-de-matar-a-su-esposo-enfermo-en-florida/
2023-03-04,Máximo comandante militar de Estados Unidos visita Siria,AP,Noticias,https://www.metro.pr/noticias/2023/03/05/maximo-comandante-militar-de-estados-unidos-visita-siria/
2023-03-04,Raúl Castro viaja a Venezuela en el décimo aniversario de la muerte de Hugo Chávez,Europa Press,Noticias,https://www.metro.pr/noticias/2023/03/05/raul-castro-viaja-a-venezuela-en-el-decimo-aniversario-de-la-muerte-de-hugo-chavez/
2023-03-04,Renuncia asesor del alcalde de Ponce tras expresiones homofóbicas de la primera dama,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/renuncia-asesor-del-alcalde-de-ponce-tras-expresiones-homofobicas-de-la-primera-dama/
2023-03-04,Dos muertes más por COVID-19 en Puerto Rico,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/dos-muertes-mas-por-covid-19-en-puerto-rico/
2023-03-04,"China: alza en gasto militar cubre ""desafíos de seguridad""",AP,Noticias,https://www.metro.pr/noticias/2023/03/04/china-alza-en-gasto-militar-cubre-desafios-de-seguridad/
2023-03-04,Haití recibe armas modernas de contrabando desde Estados Unidos,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/haiti-recibe-armas-modernas-de-contrabando-desde-estados-unidos/
2023-03-04,¿Qué cambia al declararse nulas las enmiendas a la Reforma Laboral?,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/que-cambia-al-declararse-nulas-las-enmiendas-a-la-reforma-laboral/
2023-03-04,Jurado en EE.UU. sopesa el lado sucio del fútbol,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/jurado-en-eeuu-sopesa-el-lado-sucio-del-futbol/
2023-03-04,Incendio deja desaparecidos y 16 muertos en Indonesia,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/incendio-causa-16-desaparecidos-y-15-muertos-en-indonesia/
2023-03-04,Hong Kong condena a activistas detrás de acto por Tiananmen,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/hong-kong-condena-a-activistas-detras-de-acto-por-tiananmen/
2023-03-04,Junta de Control Fiscal celebra eliminación de derechos a trabajadores del sector privado,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/junta-de-control-fiscal-celebra-eliminacion-de-derechos-a-trabajadores-del-sector-privado/
2023-03-04,Ataque en una casa en Texas provoca la muerte de tres menores de edad,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/ataque-en-una-casa-en-texas-provoca-la-muerte-de-tres-menores-de-edad/
2023-03-04,Sin garras los consumidores para fiscalizar facturación eléctrica, Agustin Criollo,Noticias,https://www.metro.pr/noticias/2023/03/04/sin-garras-los-consumidores-para-fiscalizar-facturacion-electrica/
2023-03-04,César Vázquez no descarta posible sorpresa y ganar las elecciones del 2024,Fernando A. Collazo,Noticias,https://www.metro.pr/noticias/2023/03/04/cesar-vazquez-no-descarta-posible-sorpresa-y-ganar-las-elecciones-del-2024/
2023-03-04,San Juan reconoce a líderes comunitarios,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/04/san-juan-reconoce-a-lideres-comunitarios/
2023-03-03,“No escuchan al pueblo”; reinician protestas en Perú contra la presidenta Dina Boluarte,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/peru-reinician-protestas-en-lima-contra-presidenta-boluarte/
2023-03-03,Condenan a Premio Nobel de la Paz a 10 años de cárcel en Bielorrusia,APRicardo Vázquez,Noticias,https://www.metro.pr/noticias/2023/03/03/bielorrusia-sentencia-a-nobel-bialiatski-a-10-anos-de-carcel/
2023-03-03,Representantes apoyan solicitud para que en P. R. se vote por presidente de EE. UU. ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/representantes-apoyan-solicitud-para-que-en-p-r-se-vote-por-presidente-de-ee-uu/
2023-03-03,Después de la lluvia y la nieve reciente algunas regiones de California están libres de sequía,María José González,Noticias,https://www.metro.pr/noticias/2023/03/03/despues-de-la-lluvia-y-la-nieve-reciente-algunas-regiones-de-california-estan-libres-de-sequia/
2023-03-03,Ecologistas protestan contra política de transporte alemana,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/ecologistas-protestan-contra-politica-de-transporte-alemana/
2023-03-03,Añejo restaurante resalta renacimiento arqueológico de Irak,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/anejo-restaurante-resalta-renacimiento-arqueologico-de-irak/
2023-03-03,Tormentas se dirigen al noreste de EEUU tras azotar el sur,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/tormentas-se-dirigen-al-noreste-de-eeuu-tras-azotar-el-sur/
2023-03-03,Biden y Scholz discuten guerra de Ucrania en la Casa Blanca,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/biden-y-scholz-discuten-guerra-de-ucrania-en-la-casa-blanca/
2023-03-03,Se llevan $200 y un Jeep de taller en Río Grande,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/se-llevan-200-y-un-jeep-de-taller-en-rio-grande/
2023-03-03,Mujer se echa alcohol y se inmola en Vieques ,Cybernews,Noticias,https://www.metro.pr/noticias/2023/03/03/mujer-se-echa-alcohol-y-se-inmola-en-vieques/
2023-03-03,Buscan a joven de 21 años reportado como desaparecido en Arecibo ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/buscan-a-joven-de-21-anos-reportado-como-desaparecido-en-arecibo/
2023-03-03,"Sobre 2,400 casos de sobredosis se han registrado en la isla desde el 2019 ",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/sobre-2400-casos-de-sobredosis-se-han-registrado-en-la-isla-desde-el-2019/
