fecha,titulo,autor,categoria,enlace
2023-03-03,Alemania solicita tanques a Suiza para sustituir los enviados a Ucrania ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/alemania-solicita-tanques-a-suiza-para-sustituir-los-enviados-a-ucrania/
2023-03-03,"Al menos 3 muertos y casi 35,000 evacuados por inundaciones en Malasia ",Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/al-menos-3-muertos-y-casi-35000-evacuados-por-inundaciones-en-malasia/
2023-03-03,Japón recuerda hoy los 90 años de uno de los peores terremotos de su historia ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/japon-recuerda-hoy-los-90-anos-de-uno-de-los-peores-terremotos-de-su-historia/
2023-03-03,Camila será llamada oficialmente “reina” y no “reina consorte”  ,El Mercurio / GDA,Mundo,http://www.primerahora.com/noticias/mundo/notas/camila-sera-llamada-oficialmente-reina-y-no-reina-consorte/
2023-03-03,La Justicia bielorrusa condena a defensor de derechos humanos a 10 años de prisión,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/la-justicia-bielorrusa-condena-a-defensor-de-derechos-humanos-a-10-anos-de-prision/
2023-03-03,Putin contempla medidas antiterroristas para defenderse de ataques con drones,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/putin-contempla-medidas-antiterroristas-para-defenderse-de-ataques-con-drones/
2023-03-03,Advierten variantes de gripe aviar tienen potencial pandémico ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/advierten-variantes-de-gripe-aviar-tienen-potencial-pandemico/
2023-03-03,Medios en Latinoamérica sufren atraso tecnológico y pueden desaparecer,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/medios-en-latinoamerica-sufren-atraso-tecnologico-y-pueden-desaparecer/
2023-03-03,"La Iglesia portuguesa no apartará, por ahora, a sacerdotes sospechosos de abuso",Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/la-iglesia-portuguesa-no-apartara-por-ahora-a-sacerdotes-sospechosos-de-abuso/
2023-03-03,Astronautas de la estación espacial china completan un paseo espacial ,Agencia EFE,Ciencia-Tecnologia,http://www.primerahora.com/noticias/ciencia-tecnologia/notas/astronautas-de-la-estacion-espacial-china-completan-un-paseo-espacial/
2023-03-03,Hallan el cadáver de una mujer en un carrito de compras en Río Piedras,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/hallan-el-cadaver-de-una-mujer-en-un-carrito-de-compras-en-rio-piedras/
2023-03-03,"Ocupan armas ilegales, drogas y un casco balístico en residencia de Cupey",Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/ocupan-armas-ilegales-drogas-y-un-casco-balistico-en-residencia-de-cupey/
2023-03-03,Septuagenario es víctima de robo domiciliario en Loíza,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/septuagenario-es-victima-de-robo-domiciliario-en-loiza/
2023-03-03,Tornados azotan Texas y Luisiana,The Associated Press,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/tornados-azotan-texas-y-luisiana/
2023-03-03,Madre boricua en espera de trasplante de corazón solo quiere “ver crecer a su hijo”  ,Cesiach López Maldonado,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/madre-boricua-en-espera-de-trasplante-de-corazon-solo-quiere-ver-crecer-a-su-hijo/
2023-03-03,Morovis comienza construcción de primer parque pasivo recreativo para personas con impedimentos,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/morovis-comienza-construccion-de-primer-parque-pasivo-recreativo-para-personas-con-impedimentos/
2023-03-03,Los mejores memes de la semana,No autor,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/fotogalerias/los-mejores-memes-de-la-semana-183/
2023-03-03,Joven lanza una iniciativa fuera de lo común,Cesiach López Maldonado,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/joven-lanza-una-iniciativa-fuera-de-lo-comun/
2023-03-03,Estudiantes de la UPR se miden en importante competencia con proyecto de conservación y alta tecnología,Primera Hora,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/estudiantes-de-la-upr-se-miden-en-importante-competencia-con-proyecto-de-conservacion-y-alta-tecnologia/
2023-03-03,Empleados de la Rama Judicial exigen un salario justo,Sara R. Marrero Cabán,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/empleados-de-la-rama-judicial-exigen-un-salario-justo/
2023-03-03,Hallan en Puerto Rico a mujer desaparecida hace 31 años en Pensilvania,The Associated Press,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/hallan-en-puerto-rico-a-mujer-desaparecida-hace-31-anos-en-pensilvania/
2023-03-03,Jóvenes y adultos se estrenan como historiadores de las comunidades LGBTQIAP+ en Puerto Rico,Pedro Correa Henry,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/jovenes-y-adultos-se-estrenan-como-historiadores-de-las-comunidades-lgbtqiap-en-puerto-rico/
2023-03-03,Arrestan a dos jóvenes armados cerca del Capitolio federal,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/arrestan-a-dos-jovenes-armados-cerca-del-capitolio-federal/
2023-03-03,Biden fue operado en febrero de una lesión cancerosa en el pecho,The Associated Press,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/biden-fue-operado-en-febrero-de-una-lesion-cancerosa-en-el-pecho/
2023-03-03,Estados Unidos aprueba paquete de $400 millones para Ucrania,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/estados-unidos-aprueba-paquete-de-400-millones-para-ucrania/
2023-03-03,Condenan a 15 años de prisión a hombre por intentar comprar sexo con menores en Florida,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/condenan-a-15-anos-de-prision-a-hombre-por-intentar-comprar-sexo-con-menores-en-florida/
2023-03-03,Cadena perpetua para abogado Murdaugh por matar a su mujer e hijo ,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/cadena-perpetua-para-abogado-murdaugh-por-matar-a-su-mujer-e-hijo/
2023-03-03,Acuden al tribunal para que condominio en Rincón demuela construcción en zona marítimo terrestre,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/acuden-al-tribunal-para-que-condominio-en-rincon-demuela-construccion-en-zona-maritimo-terrestre/
2023-03-02,Asesinan a hombre en urbanización en Cupey,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/asesinan-a-hombre-en-urbanizacion-en-cupey/
2023-03-02,Cierran tramo de carretera en Guayama por un poste a punto de caer al pavimento,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/cierran-tramo-de-carretera-en-guayama-por-un-poste-a-punto-de-caer-al-pavimento/
2023-03-02,Confinado de Bayamón pierde varios dientes tras agresión,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/confinado-de-bayamon-pierde-varios-dientes-tras-agresion/
2023-03-02,Muere confinado en cárcel de Aguadilla por causas desconocidas  ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/muere-confinado-en-carcel-de-aguadilla-por-causas-desconocidas/
2023-03-02,Asaltan a mano armada restaurante de comida rápida en Bayamón,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/asaltan-a-mano-armada-restaurante-de-comida-rapida-en-bayamon/
2023-03-02,El papa habla sobre la Iglesia y la tragedia de los abusos ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/el-papa-habla-sobre-la-iglesia-y-la-tragedia-de-los-abusos/
2023-03-02,Estados Unidos le llama la atención a presidente salvadoreño sobre derechos humanos ,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/estados-unidos-le-llama-la-atencion-a-presidente-salvadoreno-sobre-derechos-humanos/
2023-03-02,Municipio de Cataño prohíbe el voceteo,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/municipio-de-catano-prohibe-el-voceteo/
2023-03-02,Aumentan en un 25% los robos en la isla durante los primeros dos meses del año,Maribel Hernández Pérez,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/aumentan-en-un-25-los-robos-en-la-isla-durante-los-primeros-dos-meses-del-ano/
2023-03-02,Arrestan hombre por presunta agresión a su hijo de 10 años,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/arrestan-hombre-por-presunta-agresion-a-su-hijo-de-10-anos/
2023-03-02,Trump podría ser demandado por asalto a Capitolio,The Associated Press,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/trump-podria-ser-demandado-por-asalto-a-capitolio/
2023-03-02,Condenan a dos años de cárcel a contable en Aguada por esquema de fraude,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/condenan-a-dos-anos-de-carcel-a-contable-en-aguada-por-esquema-de-fraude/
2023-03-02,Intervienen con conductor por violación a la Ley de Tránsito ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/intervienen-con-conductor-por-violacion-a-la-ley-de-transito/
