fecha,titulo,autor,categoria,enlace
2023-03-01,Conductor es asaltado a mano armada para robarle su auto en Barceloneta ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/conductor-es-asaltado-a-mano-armada-para-robarle-su-auto-en-barceloneta/
2023-03-01,Enmascarados asaltan “fast food” en Sabana Grande,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/enmascarados-asaltan-fast-food-en-sabana-grande/
2023-03-01,Oficina de Explosivos recibe nuevo equipo de alta tecnología ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/oficina-de-explosivos-recibe-nuevo-equipo-de-alta-tecnologia/
2023-02-28,Sospechoso de tiroteos en Florida enfrenta nuevos cargos de asesinato agravado,Servicios combinados,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/sospechoso-de-tiroteos-en-florida-enfrenta-nuevos-cargos-de-asesinato-agravado/
2023-02-28,Estudiantes exigen al Supremo federal dar paso al perdón de la deuda estudiantil,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/estudiantes-exigen-al-supremo-federal-dar-paso-al-perdon-de-la-deuda-estudiantil/
2023-02-28,Fin al misterio: revelan qué era la bola gigante hallada en playa de Japón ,La Nación Argentina / GDA,Mundo,http://www.primerahora.com/noticias/mundo/notas/fin-al-misterio-revelan-que-era-la-bola-gigante-hallada-en-playa-de-japon/
2023-02-28,Cadena perpetua por atropello mortal de dos niñas y su abuelo en Florida ,Primera Hora,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/cadena-perpetua-por-atropello-mortal-de-dos-ninas-y-su-abuelo-en-florida/
2023-02-28,Estados Unidos lanza las primeras subvenciones para la fabricación nacional de chips ,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/estados-unidos-lanza-las-primeras-subvenciones-para-la-fabricacion-nacional-de-chips/
2023-02-28,Elon Musk despide a directora ejecutiva de Twitter Blue y su equipo de trabajo,La Nación Argentina / GDA,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/elon-musk-despide-a-directora-ejecutiva-de-twitter-blue-y-su-equipo-de-trabajo/
2023-02-28,Esta es la razón por la que Estados Unidos prohíbe a los empleados públicos usar TikTok,The Associated Press,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/esta-es-la-razon-por-la-que-estados-unidos-prohibe-a-los-empleados-publicos-usar-tiktok/
2023-02-28,Estados Unidos dice que “castigará” a China si envía armas letales a Rusia,Agencia EFE,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/estados-unidos-dice-que-castigara-a-china-si-envia-armas-letales-a-rusia/
